Month_Week,Week_ending
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
December Week 2,2023-12-09
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
October Week 5,2023-10-28
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 1,2023-11-04
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 2,2023-11-11
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 3,2023-11-18
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
November Week 4,2023-11-25
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 1,2023-09-30
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 2,2023-10-07
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 3,2023-10-14
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
October Week 4,2023-10-21
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
April Week 4,2024-04-27
