Current_season,Month,Previous_covid_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,OCT,2023-24,North Carolina,0.1829,0.1707,0.0121,"331,833","309,829",1814542,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,North Dakota,0.2601,0.189,0.0711,"32,035","23,275",123141,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,OCT,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,OCT,2023-24,New Jersey,0.1916,0.1848,0.0068,"289,385","279,089",1510028,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New Mexico,0.2894,0.2299,0.0595,"112,836","89,637",389911,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Nevada,0.1981,0.1722,0.0259,"102,868","89,429",519316,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,New York,0.2398,0.2103,0.0295,"494,123","433,358",2060818,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Ohio,0.2318,0.1972,0.0345,"486,183","413,710",2097638,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Oklahoma,0.1536,0.1365,0.0171,"100,314","89,148",653159,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Oregon,0.3395,0.2662,0.0732,"268,015","210,202",789527,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Pennsylvania,0.229,0.1944,0.0346,"508,563","431,700",2220720,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Philadelphia,0.1736,0.1342,0.0394,"39,407","30,462",226967,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Puerto Rico,0.0416,0.0282,0.0135,"29,032","19,650",697429,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,OCT,2023-24,Republic of Palau,0,0,0,0,0,1992,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,OCT,2023-24,South Dakota,0.2762,0.2063,0.0699,"43,413","32,433",157177,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Houston,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,OCT,2023-24,Tennessee,0.1758,0.1327,0.0431,"207,597","156,707",1180543,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Texas,0.1043,0.0062,0.0981,"404,136","24,069",3873683,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Utah,0.2854,0.2176,0.0678,"108,895","83,022",381593,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Virginia,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,OCT,2023-24,U.S. Virgin Islands ,0.0217,0.0025,0.0192,444,51,20478,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Vermont,0.3759,0.2014,0.1745,"48,337","25,894",128594,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Washington,0.3554,0.2778,0.0776,"443,496","346,629",1247874,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,Wisconsin,0.3393,0.2445,0.0948,"355,570","256,204",1047935,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,OCT,2023-24,West Virginia,0.1516,0.1168,0.0348,"56,638","43,640",373569,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Wyoming,0.1823,0.1398,0.0424,"18,917","14,512",103776,65+ years,Within 5 percentage points,Adult
2024-25,OCT,2023-24,Alaska,0.0168,0.0099,0.007,513,301,30474,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Alabama,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,Arkansas,0.004,0.0016,0.0025,460,177,113842,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,American Samoa,0,0,0,0,0,2608,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Arizona,0.0122,0.0045,0.0077,"3,173","1,159",260352,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,New York City,0.0244,0.0118,0.0126,"7,380","3,574",302005,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,California,0.0264,0.0109,0.0155,"37,299","15,360",1414649,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Chicago,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,Colorado,0.0473,0.0212,0.026,"9,377","4,210",198442,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Connecticut,0.0261,0.0155,0.0106,"2,882","1,708",110266,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,District of Columbia,0.0925,0.0435,0.0489,"2,419","1,139",26160,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Delaware,0.0087,0.0041,0.0047,291,135,33304,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Florida,0.0023,0.0013,0.001,"1,596",871,692623,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Federated States of Micronesia,0,0,0,0,0,5706,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Georgia,0.0068,0.0038,0.0031,"2,703","1,491",396292,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Guam,0.0013,0.0001,0.0012,12,1,9444,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,Iowa,0.0207,0.0096,0.0111,"2,451","1,140",118179,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Idaho,0.0069,0.0052,0.0017,484,367,70468,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Illinois,0.0257,0.0135,0.0122,"11,470","6,018",446316,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Indiana,0.0096,0.0039,0.0058,"2,443",980,253562,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Kansas,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,Kentucky,0.0093,0.0042,0.005,"1,523",696,164299,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Louisiana,0.0021,0.0008,0.0013,373,141,181154,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,Maine,0.0404,0.0204,0.02,"1,554",785,38454,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Marshall Islands,0.012,0.0002,0.0118,61,1,5080,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Michigan,0.0217,0.0142,0.0075,"7,426","4,872",342016,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Minnesota,0.058,0.0317,0.0262,"12,303","6,733",212202,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Missouri,0.0161,0.0082,0.0079,"3,593","1,820",223181,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,N. Mariana Islands,0.0018,0,0.0018,4,0,2226,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Mississippi,0.001,0.0003,0.0007,112,38,110338,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Montana,0.0197,0.0095,0.0102,730,351,37112,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,North Carolina,0.0166,0.0077,0.0089,"6,116","2,829",369112,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,North Dakota,0.0169,0.0092,0.0077,545,298,32285,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,New Jersey,0.0115,0.0078,0.0037,"3,614","2,454",313043,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,New Mexico,0.0176,0.0071,0.0105,"1,283",519,72986,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Nevada,0.0041,0.003,0.0012,465,335,112689,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,New York,0.0148,0.0068,0.008,"5,408","2,468",365488,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Ohio,0.0135,0.0067,0.0068,"5,622","2,794",417969,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Oklahoma,0.0027,0.0022,0.0005,419,341,155373,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Oregon,0.05,0.032,0.018,"6,833","4,372",136613,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Pennsylvania,0.0178,0.0076,0.0102,"6,442","2,760",361410,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Philadelphia,0.0266,0.0088,0.0177,"1,582",525,59557,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Puerto Rico,0.0003,0.0003,0,21,21,74811,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,Republic of Palau,0,0,0,0,0,684,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,South Dakota,0.0156,0.007,0.0086,575,257,36853,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Houston,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,Tennessee,0.0068,0.0033,0.0035,"1,672",807,247042,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Texas,0.006,0.0078,-0.0018,"7,204","9,434",1209974,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Utah,0.0199,0.009,0.0109,"2,924","1,317",147011,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Virginia,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2023-24,U.S. Virgin Islands ,0.0005,0.0002,0.0002,2,1,4073,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Vermont,0.0955,0.0471,0.0484,"1,658",817,17361,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Washington,0.0492,0.0302,0.019,"13,615","8,356",276460,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Wisconsin,0.0321,0.0075,0.0246,"6,403","1,502",199448,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,West Virginia,0.0028,0.0008,0.002,156,45,55856,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Wyoming,0.0062,0.0037,0.0024,130,79,21113,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Alaska,0.0297,0.0239,0.0058,"5,164","4,153",173878,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Alabama,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,Arkansas,0.0092,0.0071,0.0021,"6,266","4,806",681696.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,American Samoa,0,0.0001,-0.0001,0,1,15641.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Arizona,0.0259,0.0195,0.0063,"41,562","31,379",1605718.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York City,0.0317,0.0237,0.0081,"52,092","38,805",1640786,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,California,0.0443,0.034,0.0103,"379,816","291,536",8567802,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Chicago,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,Colorado,0.0696,0.0541,0.0155,"84,839","65,918",1218497,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Connecticut,0.0382,0.0344,0.0039,"26,844","24,123",701836,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,District of Columbia,0.1226,0.0811,0.0416,"15,325","10,130",124975.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Delaware,0.0229,0.0223,0.0006,"4,571","4,455",199407.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Florida,0.0071,0.0064,0.0007,"29,276","26,385",4140953,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Federated States of Micronesia,0.0022,0,0.0022,75,0,34647,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Georgia,0.0119,0.007,0.0049,"29,074","17,017",2437453.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Guam,0.0024,0.0002,0.0022,127,10,52373,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,Iowa,0.0349,0.0279,0.007,"24,669","19,750",707072,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Idaho,0.0167,0.0145,0.0023,"7,363","6,371",440269.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Illinois,0.0408,0.0354,0.0054,"110,449","95,750",2707942,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Indiana,0.0219,0.0168,0.0051,"33,479","25,642",1526214,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Kansas,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,Kentucky,0.0165,0.0138,0.0028,"16,112","13,424",975661.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Louisiana,0.0049,0.0034,0.0015,"5,152","3,598",1052713,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,Maine,0.062,0.0525,0.0095,"15,010","12,717",242032,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Marshall Islands,0.0159,0.0021,0.0139,468,61,29342,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Michigan,0.0347,0.031,0.0038,"72,027","64,158",2072888.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Minnesota,0.0831,0.0641,0.019,"105,310","81,254",1268024,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Missouri,0.0262,0.0211,0.0051,"34,962","28,185",1335604.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,N. Mariana Islands,0.0044,0.0034,0.001,68,52,15392.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Mississippi,0.0032,0.0025,0.0006,"2,136","1,707",675423.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Montana,0.0314,0.024,0.0074,"7,030","5,373",224000.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Carolina,0.0268,0.0221,0.0047,"60,241","49,693",2247245.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Dakota,0.0324,0.023,0.0094,"5,715","4,061",176399.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,New Jersey,0.0213,0.0224,-0.0011,"40,103","42,171",1884782,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New Mexico,0.0389,0.0314,0.0075,"17,934","14,465",461203,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nevada,0.0122,0.0113,0.0009,"8,289","7,674",679728,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York,0.0269,0.0234,0.0035,"60,218","52,304",2237082,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Ohio,0.0253,0.0212,0.0041,"63,332","53,008",2502483,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oklahoma,0.0083,0.0084,-0.0001,"7,685","7,779",929182.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oregon,0.074,0.0639,0.0101,"62,138","53,688",839769,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Pennsylvania,0.0322,0.0283,0.0038,"71,641","63,096",2225691,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Philadelphia,0.0344,0.0232,0.0112,"11,293","7,613",328538.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Puerto Rico,0.001,0.0012,-0.0002,545,666,553690.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,Republic of Palau,0,0,0,0,0,4829.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,South Dakota,0.0295,0.0231,0.0064,"6,263","4,909",212574,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Houston,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,Tennessee,0.0134,0.0112,0.0022,"19,741","16,524",1473455.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Texas,0.0121,0.0163,-0.0042,"87,336","117,875",7246622.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Utah,0.0359,0.0277,0.0083,"32,533","25,049",905560.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Virginia,,,,Not Submitted,Not Submitted,,6 months-17 years,Not Available,Child
2024-25,NOV,2023-24,U.S. Virgin Islands ,0.0007,0.0002,0.0004,16,6,24141,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Vermont,0.1298,0.1042,0.0256,"14,346","11,518",110501,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Washington,0.0736,0.0637,0.0099,"119,430","103,292",1622553.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wisconsin,0.0499,0.0357,0.0143,"61,249","43,762",1227144.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,West Virginia,0.0069,0.0057,0.0012,"2,395","1,984",347543.5,6 months-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wyoming,0.0123,0.0115,0.0008,"1,597","1,492",129929.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Alaska,0.0365,0.0105,0.026,"4,879","1,404",133827,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Alabama,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,SEP,2023-24,Arkansas,0.019,0.0083,0.0108,"10,737","4,665",564552,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,American Samoa,0.0001,0,0.0001,1,0,7639,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Arizona,0.032,0.0164,0.0155,"42,254","21,735",1321503,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,New York City,0.0259,0.0138,0.0121,"38,759","20,677",1498072,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,California,0.0585,0.0198,0.0388,"422,570","142,767",7220373,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Chicago,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,SEP,2023-24,Colorado,0.062,0.0212,0.0408,"65,276","22,331",1053369,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Connecticut,0.0431,0.0241,0.019,"32,656","18,264",758237,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,District of Columbia,0.0567,0.0227,0.034,"5,978","2,392",105409,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Delaware,0.0488,0.0277,0.021,"9,814","5,584",201301,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Florida,0.0247,0.0152,0.0095,"106,679","65,617",4311636,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Federated States of Micronesia,0.0028,0,0.0028,34,0,12246,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Georgia,0.0271,0.0145,0.0126,"54,660","29,265",2015461,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Guam,0.0008,0,0.0008,23,0,27742,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,SEP,2023-24,Iowa,0.032,0.0148,0.0172,"19,010","8,776",593437,50-64 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Idaho,0.0272,0.0163,0.0109,"8,775","5,254",322101,50-64 years,Within 5 percentage points,Adult
