Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date,Type
COVID-NET,2021-22,2021.0,47.0,Overall,Overall,Overall,Ohio,7.4,49.0,2021-11-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,46.0,Overall,Overall,Overall,Ohio,5.9,41.0,2021-11-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,45.0,Overall,Overall,Overall,Ohio,6.5,35.0,2021-11-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,44.0,Overall,Overall,Overall,Ohio,5.3,29.0,2021-11-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,43.0,Overall,Overall,Overall,Ohio,4.6,24.0,2021-10-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,42.0,Overall,Overall,Overall,Ohio,5.2,19.0,2021-10-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,41.0,Overall,Overall,Overall,Ohio,6.6,14.0,2021-10-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,40.0,Overall,Overall,Overall,Ohio,7.2,7.0,2021-10-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,39.0,Overall,Overall,Overall,New York,14.1,792.0,2022-10-01 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,38.0,Overall,Overall,Overall,New York,12.1,778.0,2022-09-24 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,37.0,Overall,Overall,Overall,New York,11.0,766.0,2022-09-17 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,36.0,Overall,Overall,Overall,New York,10.5,755.0,2022-09-10 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,35.0,Overall,Overall,Overall,New York,9.5,744.0,2022-09-03 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,34.0,Overall,Overall,Overall,New York,10.4,735.0,2022-08-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,33.0,Overall,Overall,Overall,New York,10.5,724.0,2022-08-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,32.0,Overall,Overall,Overall,New York,9.6,714.0,2022-08-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,31.0,Overall,Overall,Overall,New York,10.7,704.0,2022-08-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,30.0,Overall,Overall,Overall,New York,9.8,694.0,2022-07-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,29.0,Overall,Overall,Overall,New York,10.3,684.0,2022-07-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,28.0,Overall,Overall,Overall,New York,10.0,673.0,2022-07-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,27.0,Overall,Overall,Overall,New York,7.8,664.0,2022-07-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,26.0,Overall,Overall,Overall,New York,7.9,656.0,2022-07-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,25.0,Overall,Overall,Overall,New York,7.3,648.0,2022-06-25 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,24.0,Overall,Overall,Overall,New York,8.4,641.0,2022-06-18 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,23.0,Overall,Overall,Overall,New York,8.9,632.0,2022-06-11 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,22.0,Overall,Overall,Overall,New York,11.8,623.0,2022-06-04 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,21.0,Overall,Overall,Overall,New York,15.4,611.0,2022-05-28 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,20.0,Overall,Overall,Overall,New York,17.4,561.0,2022-05-21 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,19.0,Overall,Overall,Overall,New York,18.8,543.0,2022-05-14 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,18.0,Overall,Overall,Overall,New York,19.2,525.0,2022-05-07 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,17.0,Overall,Overall,Overall,New York,16.9,505.0,2022-04-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,16.0,Overall,Overall,Overall,New York,15.7,488.0,2022-04-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,15.0,Overall,Overall,Overall,New York,12.9,473.0,2022-04-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,14.0,Overall,Overall,Overall,New York,8.6,460.0,2022-04-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,13.0,Overall,Overall,Overall,New York,5.0,451.0,2022-04-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,12.0,Overall,Overall,Overall,New York,5.3,446.0,2022-03-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,11.0,Overall,Overall,Overall,New York,4.5,441.0,2022-03-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,10.0,Overall,Overall,Overall,New York,4.8,436.0,2022-03-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,9.0,Overall,Overall,Overall,New York,5.7,432.0,2022-03-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,8.0,Overall,Overall,Overall,New York,8.2,426.0,2022-02-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,7.0,Overall,Overall,Overall,New York,10.1,418.0,2022-02-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,6.0,Overall,Overall,Overall,New York,13.7,408.0,2022-02-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,5.0,Overall,Overall,Overall,New York,16.8,394.0,2022-02-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,4.0,Overall,Overall,Overall,New York,25.4,377.0,2022-01-29 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,3.0,Overall,Overall,Overall,New York,33.5,352.0,2022-01-22 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,2.0,Overall,Overall,Overall,New York,37.6,318.0,2022-01-15 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,1.0,Overall,Overall,Overall,New York,37.3,280.0,2022-01-08 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,52.0,Overall,Overall,Overall,New York,30.9,243.0,2022-01-01 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,51.0,Overall,Overall,Overall,New York,20.4,212.0,2021-12-25 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,50.0,Overall,Overall,Overall,New York,23.2,192.0,2021-12-18 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,49.0,Overall,Overall,Overall,New York,24.4,169.0,2021-12-11 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,48.0,Overall,Overall,Overall,New York,24.2,144.0,2021-12-04 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,47.0,Overall,Overall,Overall,New York,22.3,120.0,2021-11-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,46.0,Overall,Overall,Overall,New York,20.4,98.0,2021-11-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,45.0,Overall,Overall,Overall,New York,16.2,77.0,2021-11-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,44.0,Overall,Overall,Overall,New York,12.1,61.0,2021-11-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,43.0,Overall,Overall,Overall,New York,11.9,49.0,2021-10-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,42.0,Overall,Overall,Overall,New York,12.5,37.0,2021-10-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,41.0,Overall,Overall,Overall,New York,12.4,24.0,2021-10-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,40.0,Overall,Overall,Overall,New York,12.1,12.0,2021-10-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,39.0,Overall,Overall,Overall,New Mexico,5.3,706.0,2022-10-01 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,38.0,Overall,Overall,Overall,New Mexico,5.1,700.0,2022-09-24 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,37.0,Overall,Overall,Overall,New Mexico,4.7,695.0,2022-09-17 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,36.0,Overall,Overall,Overall,New Mexico,6.8,691.0,2022-09-10 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,35.0,Overall,Overall,Overall,New Mexico,6.7,684.0,2022-09-03 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,34.0,Overall,Overall,Overall,New Mexico,7.0,677.0,2022-08-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,33.0,Overall,Overall,Overall,New Mexico,7.9,670.0,2022-08-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,32.0,Overall,Overall,Overall,New Mexico,10.9,662.0,2022-08-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,31.0,Overall,Overall,Overall,New Mexico,10.2,651.0,2022-08-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,30.0,Overall,Overall,Overall,New Mexico,11.2,641.0,2022-07-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,29.0,Overall,Overall,Overall,New Mexico,11.4,630.0,2022-07-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,28.0,Overall,Overall,Overall,New Mexico,11.5,619.0,2022-07-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,27.0,Overall,Overall,Overall,New Mexico,12.6,607.0,2022-07-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,26.0,Overall,Overall,Overall,New Mexico,12.5,595.0,2022-07-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,25.0,Overall,Overall,Overall,New Mexico,15.0,582.0,2022-06-25 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,24.0,Overall,Overall,Overall,New Mexico,11.6,567.0,2022-06-18 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,23.0,Overall,Overall,Overall,New Mexico,10.7,555.0,2022-06-11 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,22.0,Overall,Overall,Overall,New Mexico,8.4,545.0,2022-06-04 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,21.0,Overall,Overall,Overall,New Mexico,7.8,536.0,2022-05-28 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,20.0,Overall,Overall,Overall,New Mexico,6.1,475.0,2022-05-21 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,19.0,Overall,Overall,Overall,New Mexico,4.3,469.0,2022-05-14 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,18.0,Overall,Overall,Overall,New Mexico,3.0,465.0,2022-05-07 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,17.0,Overall,Overall,Overall,New Mexico,2.4,462.0,2022-04-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,16.0,Overall,Overall,Overall,New Mexico,2.7,459.0,2022-04-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,15.0,Overall,Overall,Overall,New Mexico,2.6,457.0,2022-04-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,14.0,Overall,Overall,Overall,New Mexico,2.2,454.0,2022-04-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,13.0,Overall,Overall,Overall,New Mexico,2.2,452.0,2022-04-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,12.0,Overall,Overall,Overall,New Mexico,3.3,449.0,2022-03-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,11.0,Overall,Overall,Overall,New Mexico,4.3,446.0,2022-03-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,10.0,Overall,Overall,Overall,New Mexico,5.6,442.0,2022-03-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,9.0,Overall,Overall,Overall,New Mexico,7.8,436.0,2022-03-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,8.0,Overall,Overall,Overall,New Mexico,9.5,429.0,2022-02-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,7.0,Overall,Overall,Overall,New Mexico,12.1,419.0,2022-02-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,6.0,Overall,Overall,Overall,New Mexico,18.1,407.0,2022-02-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,5.0,Overall,Overall,Overall,New Mexico,21.5,389.0,2022-02-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,4.0,Overall,Overall,Overall,New Mexico,27.7,367.0,2022-01-29 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,3.0,Overall,Overall,Overall,New Mexico,29.4,340.0,2022-01-22 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,2.0,Overall,Overall,Overall,New Mexico,28.4,310.0,2022-01-15 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,1.0,Overall,Overall,Overall,New Mexico,22.9,282.0,2022-01-08 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,52.0,Overall,Overall,Overall,New Mexico,18.5,259.0,2022-01-01 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,51.0,Overall,Overall,Overall,New Mexico,16.9,240.0,2021-12-25 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,50.0,Overall,Overall,Overall,New Mexico,20.5,224.0,2021-12-18 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,49.0,Overall,Overall,Overall,New Mexico,25.1,203.0,2021-12-11 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,48.0,Overall,Overall,Overall,New Mexico,26.9,178.0,2021-12-04 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,47.0,Overall,Overall,Overall,New Mexico,24.1,151.0,2021-11-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,46.0,Overall,Overall,Overall,New Mexico,25.7,127.0,2021-11-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,45.0,Overall,Overall,Overall,New Mexico,22.2,101.0,2021-11-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,44.0,Overall,Overall,Overall,New Mexico,21.2,79.0,2021-11-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,43.0,Overall,Overall,Overall,New Mexico,16.6,58.0,2021-10-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,42.0,Overall,Overall,Overall,New Mexico,15.9,41.0,2021-10-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,41.0,Overall,Overall,Overall,New Mexico,14.6,25.0,2021-10-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,40.0,Overall,Overall,Overall,New Mexico,10.8,11.0,2021-10-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,39.0,Overall,Overall,Overall,Minnesota,9.1,594.0,2022-10-01 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,38.0,Overall,Overall,Overall,Minnesota,8.7,585.0,2022-09-24 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,37.0,Overall,Overall,Overall,Minnesota,9.7,576.0,2022-09-17 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,36.0,Overall,Overall,Overall,Minnesota,9.4,566.0,2022-09-10 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,35.0,Overall,Overall,Overall,Minnesota,9.3,557.0,2022-09-03 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,34.0,Overall,Overall,Overall,Minnesota,10.5,548.0,2022-08-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,33.0,Overall,Overall,Overall,Minnesota,10.7,537.0,2022-08-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,32.0,Overall,Overall,Overall,Minnesota,10.9,527.0,2022-08-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,31.0,Overall,Overall,Overall,Minnesota,9.5,516.0,2022-08-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,30.0,Overall,Overall,Overall,Minnesota,10.7,506.0,2022-07-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,29.0,Overall,Overall,Overall,Minnesota,9.7,495.0,2022-07-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,28.0,Overall,Overall,Overall,Minnesota,10.3,486.0,2022-07-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,27.0,Overall,Overall,Overall,Minnesota,9.8,475.0,2022-07-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,26.0,Overall,Overall,Overall,Minnesota,9.2,466.0,2022-07-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,25.0,Overall,Overall,Overall,Minnesota,8.7,456.0,2022-06-25 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,24.0,Overall,Overall,Overall,Minnesota,7.8,448.0,2022-06-18 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,23.0,Overall,Overall,Overall,Minnesota,9.4,440.0,2022-06-11 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,22.0,Overall,Overall,Overall,Minnesota,8.7,430.0,2022-06-04 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,21.0,Overall,Overall,Overall,Minnesota,8.3,422.0,2022-05-28 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,20.0,Overall,Overall,Overall,Minnesota,9.1,396.0,2022-05-21 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,19.0,Overall,Overall,Overall,Minnesota,9.9,387.0,2022-05-14 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,18.0,Overall,Overall,Overall,Minnesota,7.9,377.0,2022-05-07 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,17.0,Overall,Overall,Overall,Minnesota,6.3,370.0,2022-04-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,16.0,Overall,Overall,Overall,Minnesota,4.8,363.0,2022-04-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,15.0,Overall,Overall,Overall,Minnesota,3.5,358.0,2022-04-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,14.0,Overall,Overall,Overall,Minnesota,3.1,355.0,2022-04-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,13.0,Overall,Overall,Overall,Minnesota,3.1,352.0,2022-04-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,12.0,Overall,Overall,Overall,Minnesota,3.6,349.0,2022-03-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,11.0,Overall,Overall,Overall,Minnesota,3.1,345.0,2022-03-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,10.0,Overall,Overall,Overall,Minnesota,3.9,342.0,2022-03-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,9.0,Overall,Overall,Overall,Minnesota,4.7,338.0,2022-03-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,8.0,Overall,Overall,Overall,Minnesota,6.3,333.0,2022-02-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,7.0,Overall,Overall,Overall,Minnesota,7.1,327.0,2022-02-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,6.0,Overall,Overall,Overall,Minnesota,10.6,320.0,2022-02-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,5.0,Overall,Overall,Overall,Minnesota,13.8,309.0,2022-02-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,4.0,Overall,Overall,Overall,Minnesota,20.2,296.0,2022-01-29 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,3.0,Overall,Overall,Overall,Minnesota,25.1,275.0,2022-01-22 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,2.0,Overall,Overall,Overall,Minnesota,27.8,250.0,2022-01-15 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,1.0,Overall,Overall,Overall,Minnesota,25.6,223.0,2022-01-08 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,52.0,Overall,Overall,Overall,Minnesota,16.1,197.0,2022-01-01 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,51.0,Overall,Overall,Overall,Minnesota,15.6,181.0,2021-12-25 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,50.0,Overall,Overall,Overall,Minnesota,17.0,165.0,2021-12-18 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,49.0,Overall,Overall,Overall,Minnesota,21.8,148.0,2021-12-11 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,48.0,Overall,Overall,Overall,Minnesota,21.6,127.0,2021-12-04 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,47.0,Overall,Overall,Overall,Minnesota,18.5,105.0,2021-11-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,46.0,Overall,Overall,Overall,Minnesota,17.3,87.0,2021-11-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,45.0,Overall,Overall,Overall,Minnesota,18.6,69.0,2021-11-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,44.0,Overall,Overall,Overall,Minnesota,12.3,51.0,2021-11-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,43.0,Overall,Overall,Overall,Minnesota,10.1,38.0,2021-10-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,42.0,Overall,Overall,Overall,Minnesota,8.3,28.0,2021-10-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,41.0,Overall,Overall,Overall,Minnesota,10.2,20.0,2021-10-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2021.0,40.0,Overall,Overall,Overall,Minnesota,9.7,10.0,2021-10-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,39.0,Overall,Overall,Overall,Michigan,8.2,683.0,2022-10-01 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,38.0,Overall,Overall,Overall,Michigan,11.4,675.0,2022-09-24 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,37.0,Overall,Overall,Overall,Michigan,12.4,664.0,2022-09-17 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,36.0,Overall,Overall,Overall,Michigan,9.9,651.0,2022-09-10 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,35.0,Overall,Overall,Overall,Michigan,9.6,641.0,2022-09-03 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,34.0,Overall,Overall,Overall,Michigan,11.3,632.0,2022-08-27 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,33.0,Overall,Overall,Overall,Michigan,12.9,621.0,2022-08-20 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,32.0,Overall,Overall,Overall,Michigan,9.7,608.0,2022-08-13 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,31.0,Overall,Overall,Overall,Michigan,10.3,598.0,2022-08-06 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,30.0,Overall,Overall,Overall,Michigan,9.0,588.0,2022-07-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,29.0,Overall,Overall,Overall,Michigan,8.5,579.0,2022-07-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,28.0,Overall,Overall,Overall,Michigan,6.9,570.0,2022-07-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,27.0,Overall,Overall,Overall,Michigan,5.6,563.0,2022-07-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,26.0,Overall,Overall,Overall,Michigan,5.8,558.0,2022-07-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,25.0,Overall,Overall,Overall,Michigan,6.5,552.0,2022-06-25 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,24.0,Overall,Overall,Overall,Michigan,6.7,545.0,2022-06-18 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,23.0,Overall,Overall,Overall,Michigan,6.4,539.0,2022-06-11 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,22.0,Overall,Overall,Overall,Michigan,9.1,532.0,2022-06-04 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,21.0,Overall,Overall,Overall,Michigan,7.7,523.0,2022-05-28 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,20.0,Overall,Overall,Overall,Michigan,7.3,461.0,2022-05-21 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,19.0,Overall,Overall,Overall,Michigan,9.1,454.0,2022-05-14 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,18.0,Overall,Overall,Overall,Michigan,6.1,445.0,2022-05-07 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,17.0,Overall,Overall,Overall,Michigan,5.1,439.0,2022-04-30 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,16.0,Overall,Overall,Overall,Michigan,3.9,434.0,2022-04-23 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,15.0,Overall,Overall,Overall,Michigan,3.1,430.0,2022-04-16 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,14.0,Overall,Overall,Overall,Michigan,3.2,427.0,2022-04-09 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,13.0,Overall,Overall,Overall,Michigan,2.0,424.0,2022-04-02 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,12.0,Overall,Overall,Overall,Michigan,3.2,422.0,2022-03-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,11.0,Overall,Overall,Overall,Michigan,3.3,418.0,2022-03-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,10.0,Overall,Overall,Overall,Michigan,2.7,415.0,2022-03-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,9.0,Overall,Overall,Overall,Michigan,5.2,412.0,2022-03-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,8.0,Overall,Overall,Overall,Michigan,8.6,407.0,2022-02-26 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,7.0,Overall,Overall,Overall,Michigan,8.7,399.0,2022-02-19 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,6.0,Overall,Overall,Overall,Michigan,14.1,390.0,2022-02-12 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,5.0,Overall,Overall,Overall,Michigan,15.7,376.0,2022-02-05 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,4.0,Overall,Overall,Overall,Michigan,20.6,360.0,2022-01-29 00:00:00,Unadjusted Rate
COVID-NET,2021-22,2022.0,3.0,Overall,Overall,Overall,Michigan,25.4,339.0,2022-01-22 00:00:00,Unadjusted Rate
