current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult
2023-24,APR,2740,301827,Louisiana,0.0091,13-17 years,"2023-24, Louisiana: 13-17 years",Child
2023-24,APR,2887,55916,Iowa,0.0516,6-23 months,"2023-24, Iowa: 6-23 months",Child
2023-24,APR,3038,17361,Vermont,0.175,2-4 years,"2023-24, Vermont: 2-4 years",Child
2023-24,APR,3047,159658,Nevada,0.0191,9-12 years,"2023-24, Nevada: 9-12 years",Child
2023-24,APR,3048,164299,Kentucky,0.0186,2-4 years,"2023-24, Kentucky: 2-4 years",Child
2023-24,APR,3069,30010.5,Philadelphia,0.1023,6-23 months,"2023-24, Philadelphia: 6-23 months",Child
2023-24,APR,3118,26925,District of Columbia,0.1158,13-17 years,"2023-24, District of Columbia: 13-17 years",Child
2023-24,APR,3176,72986,New Mexico,0.0435,2-4 years,"2023-24, New Mexico: 2-4 years",Child
2023-24,APR,3192,58703,Delaware,0.0544,13-17 years,"2023-24, Delaware: 13-17 years",Child
2023-24,APR,3220,216150,Oklahoma,0.0149,9-12 years,"2023-24, Oklahoma: 9-12 years",Child
2023-24,APR,3348,675423.5,Mississippi,0.005,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years",Child
2023-24,APR,3380,38454,Maine,0.0879,2-4 years,"2023-24, Maine: 2-4 years",Child
2023-24,APR,3498,310939,Alabama,0.0112,13-17 years,"2023-24, Alabama: 13-17 years",Child
2023-24,APR,3501,71006.5,Utah,0.0493,6-23 months,"2023-24, Utah: 6-23 months",Child
2023-24,APR,3520,188755.5,Georgia,0.0186,6-23 months,"2023-24, Georgia: 6-23 months",Child
2023-24,APR,3521,347543.5,West Virginia,0.0101,6 months to 17 years,"2023-24, West Virginia: 6 months to 17 years",Child
2023-24,APR,3534,52209,Connecticut,0.0677,6-23 months,"2023-24, Connecticut: 6-23 months",Child
2023-24,APR,3569,26358,District of Columbia,0.1354,9-12 years,"2023-24, District of Columbia: 9-12 years",Child
2023-24,APR,3572,201249,Arkansas,0.0177,13-17 years,"2023-24, Arkansas: 13-17 years",Child
2023-24,APR,3617,247042,Tennessee,0.0146,2-4 years,"2023-24, Tennessee: 2-4 years",Child
2023-24,APR,3654,59557,Philadelphia,0.0614,2-4 years,"2023-24, Philadelphia: 2-4 years",Child
2023-24,APR,3739,26160,District of Columbia,0.1429,2-4 years,"2023-24, District of Columbia: 2-4 years",Child
2023-24,APR,3772,73520,Philadelphia,0.0513,9-12 years,"2023-24, Philadelphia: 9-12 years",Child
2023-24,APR,3973,121631,Indiana,0.0327,6-23 months,"2023-24, Indiana: 6-23 months",Child
2023-24,APR,4039,133291,Idaho,0.0303,13-17 years,"2023-24, Idaho: 13-17 years",Child
2023-24,APR,4075,78981,Philadelphia,0.0516,5-8 years,"2023-24, Philadelphia: 5-8 years",Child
2023-24,APR,4145,24859,Vermont,0.1667,5-8 years,"2023-24, Vermont: 5-8 years",Child
2023-24,APR,4205,123698.5,Arizona,0.034,6-23 months,"2023-24, Arizona: 6-23 months",Child
2023-24,APR,4265,32005,District of Columbia,0.1333,5-8 years,"2023-24, District of Columbia: 5-8 years",Child
2023-24,APR,4268,25620,Vermont,0.1666,9-12 years,"2023-24, Vermont: 9-12 years",Child
2023-24,APR,4413,108572.5,Missouri,0.0406,6-23 months,"2023-24, Missouri: 6-23 months",Child
2023-24,APR,4514,222571,Kentucky,0.0203,5-8 years,"2023-24, Kentucky: 5-8 years",Child
2023-24,APR,4537,118179,Iowa,0.0384,2-4 years,"2023-24, Iowa: 2-4 years",Child
2023-24,APR,4638,76428,Hawaii,0.0607,13-17 years,"2023-24, Hawaii: 13-17 years",Child
2023-24,APR,4666,53773,Maine,0.0868,5-8 years,"2023-24, Maine: 5-8 years",Child
2023-24,APR,4781,86470,Philadelphia,0.0553,13-17 years,"2023-24, Philadelphia: 13-17 years",Child
2023-24,APR,4884,198053,Nevada,0.0247,13-17 years,"2023-24, Nevada: 13-17 years",Child
2023-24,APR,5016,55949,Maine,0.0897,9-12 years,"2023-24, Maine: 9-12 years",Child
2023-24,APR,5105,151155,New Jersey,0.0338,6-23 months,"2023-24, New Jersey: 6-23 months",Child
2023-24,APR,5212,104306,New Mexico,0.05,5-8 years,"2023-24, New Mexico: 5-8 years",Child
2023-24,APR,5235,268724,Oklahoma,0.0195,13-17 years,"2023-24, Oklahoma: 13-17 years",Child
2023-24,APR,5338,692623,Florida,0.0077,2-4 years,"2023-24, Florida: 2-4 years",Child
2023-24,APR,5363,147011,Utah,0.0365,2-4 years,"2023-24, Utah: 2-4 years",Child
2023-24,APR,5445,223108,Kentucky,0.0244,9-12 years,"2023-24, Kentucky: 9-12 years",Child
2023-24,APR,5484,34429,Vermont,0.1593,13-17 years,"2023-24, Vermont: 13-17 years",Child
2023-24,APR,5507,333492,Tennessee,0.0165,5-8 years,"2023-24, Tennessee: 5-8 years",Child
2023-24,APR,5599,396292,Georgia,0.0141,2-4 years,"2023-24, Georgia: 2-4 years",Child
2023-24,APR,5774,253562,Indiana,0.0228,2-4 years,"2023-24, Indiana: 2-4 years",Child
2023-24,APR,5971,110266,Connecticut,0.0542,2-4 years,"2023-24, Connecticut: 2-4 years",Child
2023-24,APR,6358,339143,Tennessee,0.0187,9-12 years,"2023-24, Tennessee: 9-12 years",Child
2023-24,APR,6362,109896,New Mexico,0.0579,9-12 years,"2023-24, New Mexico: 9-12 years",Child
2023-24,APR,6546,161075,Iowa,0.0406,5-8 years,"2023-24, Iowa: 5-8 years",Child
2023-24,APR,6552,223181,Missouri,0.0294,2-4 years,"2023-24, Missouri: 2-4 years",Child
2023-24,APR,6688,75066,Maine,0.0891,13-17 years,"2023-24, Maine: 13-17 years",Child
2023-24,APR,6703,260352,Arizona,0.0257,2-4 years,"2023-24, Arizona: 2-4 years",Child
2023-24,APR,6860,236563,Wyoming,0.029,18-49 years,"2023-24, Wyoming: 18-49 years",Adult
2023-24,APR,7282,173878,Alaska,0.0419,6 months to 17 years,"2023-24, Alaska: 6 months to 17 years",Child
2023-24,APR,7321,163445,Iowa,0.0448,9-12 years,"2023-24, Iowa: 9-12 years",Child
2023-24,APR,7348,174496,New York State,0.0421,6-23 months,"2023-24, New York (excluding New York City): 6-23 months",Child
2023-24,APR,7427,1052713,Louisiana,0.0071,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years",Child
2023-24,APR,7562,313043,New Jersey,0.0242,2-4 years,"2023-24, New Jersey: 2-4 years",Child
2023-24,APR,7940,176399.5,North Dakota,0.045,6 months to 17 years,"2023-24, North Dakota: 6 months to 17 years",Child
2023-24,APR,7975,199407.5,Delaware,0.04,6 months to 17 years,"2023-24, Delaware: 6 months to 17 years",Child
2023-24,APR,7977,205956,Utah,0.0387,5-8 years,"2023-24, Utah: 5-8 years",Child
2023-24,APR,8010,1059160,Alabama,0.0076,6 months to 17 years,"2023-24, Alabama: 6 months to 17 years",Child
2023-24,APR,8015,212574,South Dakota,0.0377,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years",Child
2023-24,APR,8106,224000.5,Montana,0.0362,6 months to 17 years,"2023-24, Montana: 6 months to 17 years",Child
2023-24,APR,8152,153657,Connecticut,0.0531,5-8 years,"2023-24, Connecticut: 5-8 years",Child
2023-24,APR,8261,95451.5,Wisconsin,0.0865,6-23 months,"2023-24, Wisconsin: 6-23 months",Child
2023-24,APR,8346,286150,Kentucky,0.0292,13-17 years,"2023-24, Kentucky: 13-17 years",Child
2023-24,APR,8382,155850,New York City,0.0538,6-23 months,"2023-24, New York City: 6-23 months",Child
2023-24,APR,8512,108898,Wyoming,0.0782,50-64 years,"2023-24, Wyoming: 50-64 years",Adult
2023-24,APR,8566,200231,Ohio,0.0428,6-23 months,"2023-24, Ohio: 6-23 months",Child
2023-24,APR,8718,163419,Connecticut,0.0533,9-12 years,"2023-24, Connecticut: 9-12 years",Child
2023-24,APR,8734,547437,Georgia,0.016,5-8 years,"2023-24, Georgia: 5-8 years",Child
2023-24,APR,8895,681696.5,Arkansas,0.013,6 months to 17 years,"2023-24, Arkansas: 6 months to 17 years",Child
2023-24,APR,9061,302877,Missouri,0.0299,5-8 years,"2023-24, Missouri: 5-8 years",Child
2023-24,APR,9269,139564,New Mexico,0.0664,13-17 years,"2023-24, New Mexico: 13-17 years",Child
2023-24,APR,9587,213250,Utah,0.045,9-12 years,"2023-24, Utah: 9-12 years",Child
2023-24,APR,9705,347351,Indiana,0.0279,5-8 years,"2023-24, Indiana: 5-8 years",Child
2023-24,APR,9771,941363,Florida,0.0104,5-8 years,"2023-24, Florida: 5-8 years",Child
2023-24,APR,9928,433368,Tennessee,0.0229,13-17 years,"2023-24, Tennessee: 13-17 years",Child
2023-24,APR,9990,307961,Missouri,0.0324,9-12 years,"2023-24, Missouri: 9-12 years",Child
2023-24,APR,10406,163198.5,Michigan,0.0638,6-23 months,"2023-24, Michigan: 6-23 months",Child
2023-24,APR,10452,440269.5,Idaho,0.0237,6 months to 17 years,"2023-24, Idaho: 6 months to 17 years",Child
2023-24,APR,10496,171599,Pennsylvania,0.0612,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months",Child
2023-24,APR,10585,366688,Arizona,0.0289,5-8 years,"2023-24, Arizona: 5-8 years",Child
2023-24,APR,10661,569907,Georgia,0.0187,9-12 years,"2023-24, Georgia: 9-12 years",Child
2023-24,APR,11006,208457,Iowa,0.0528,13-17 years,"2023-24, Iowa: 13-17 years",Child
2023-24,APR,11388,351878,Indiana,0.0324,9-12 years,"2023-24, Indiana: 9-12 years",Child
2023-24,APR,11594,287696,Hawaii,0.0403,6 months to 17 years,"2023-24, Hawaii: 6 months to 17 years",Child
2023-24,APR,11615,63424,Oregon,0.1831,6-23 months,"2023-24, Oregon: 6-23 months",Child
2023-24,APR,11705,365488,New York State,0.032,2-4 years,"2023-24, New York (excluding New York City): 2-4 years",Child
2023-24,APR,11791,199448,Wisconsin,0.0591,2-4 years,"2023-24, Wisconsin: 2-4 years",Child
2023-24,APR,11819,679728,Nevada,0.0174,6 months to 17 years,"2023-24, Nevada: 6 months to 17 years",Child
2023-24,APR,12203,302005,New York City,0.0404,2-4 years,"2023-24, New York City: 2-4 years",Child
2023-24,APR,12679,955019,Florida,0.0133,9-12 years,"2023-24, Florida: 9-12 years",Child
2023-24,APR,12961,423451,New Jersey,0.0306,5-8 years,"2023-24, New Jersey: 5-8 years",Child
2023-24,APR,13018,417969,Ohio,0.0311,2-4 years,"2023-24, Ohio: 2-4 years",Child
2023-24,APR,13034,375524,Arizona,0.0347,9-12 years,"2023-24, Arizona: 9-12 years",Child
2023-24,APR,13054,222285,Connecticut,0.0587,13-17 years,"2023-24, Connecticut: 13-17 years",Child
2023-24,APR,13313,929182.5,Oklahoma,0.0143,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years",Child
2023-24,APR,13577,1286583,Puerto Rico,0.0106,18-49 years,"2023-24, Puerto Rico: 18-49 years",Adult
2023-24,APR,13671,136613,Oregon,0.1001,2-4 years,"2023-24, Oregon: 2-4 years",Child
2023-24,APR,13859,393013,Missouri,0.0353,13-17 years,"2023-24, Missouri: 13-17 years",Child
2023-24,APR,14154,1212056,Mississippi,0.0117,18-49 years,"2023-24, Mississippi: 18-49 years",Adult
2023-24,APR,14269,268337,Utah,0.0532,13-17 years,"2023-24, Utah: 13-17 years",Child
2023-24,APR,14504,100594,Minnesota,0.1442,6-23 months,"2023-24, Minnesota: 6-23 months",Child
2023-24,APR,14708,434609,New Jersey,0.0338,9-12 years,"2023-24, New Jersey: 9-12 years",Child
2023-24,APR,14777,360714,New York City,0.041,9-12 years,"2023-24, New York City: 9-12 years",Child
2023-24,APR,15109,385957,New York City,0.0391,5-8 years,"2023-24, New York City: 5-8 years",Child
2023-24,APR,15452,361410,Pennsylvania,0.0428,2-4 years,"2023-24, Pennsylvania (excluding Philadelphia County): 2-4 years",Child
2023-24,APR,15644,451792,Indiana,0.0346,13-17 years,"2023-24, Indiana: 13-17 years",Child
2023-24,APR,15738,342016,Michigan,0.046,2-4 years,"2023-24, Michigan: 2-4 years",Child
2023-24,APR,15838,322724,Alaska,0.0491,18-49 years,"2023-24, Alaska: 18-49 years",Adult
2023-24,APR,16290,133827,Alaska,0.1217,50-64 years,"2023-24, Alaska: 50-64 years",Adult
2023-24,APR,16330,105409,District of Columbia,0.1549,50-64 years,"2023-24, District of Columbia: 50-64 years",Adult
2023-24,APR,16548,211177,Illinois,0.0784,6-23 months,"2023-24, Illinois: 6-23 months",Child
2023-24,APR,16625,130824,North Dakota,0.1271,50-64 years,"2023-24, North Dakota: 50-64 years",Adult
2023-24,APR,16875,735062,Georgia,0.023,13-17 years,"2023-24, Georgia: 13-17 years",Child
2023-24,APR,16903,275092,Wisconsin,0.0614,5-8 years,"2023-24, Wisconsin: 5-8 years",Child
2023-24,APR,17043,124975.5,District of Columbia,0.1364,6 months to 17 years,"2023-24, District of Columbia: 6 months to 17 years",Child
2023-24,APR,17243,329715,North Dakota,0.0523,18-49 years,"2023-24, North Dakota: 18-49 years",Adult
2023-24,APR,17396,42112,North Dakota,0.4131,5-8 years,"2023-24, North Dakota: 5-8 years",Child
2023-24,APR,18069,436260,New York City,0.0414,13-17 years,"2023-24, New York City: 13-17 years",Child
2023-24,APR,18091,503705,New York State,0.0359,5-8 years,"2023-24, New York (excluding New York City): 5-8 years",Child
2023-24,APR,18173,352593,South Dakota,0.0515,18-49 years,"2023-24, South Dakota: 18-49 years",Adult
2023-24,APR,18231,130262.5,Washington,0.14,6-23 months,"2023-24, Washington: 6-23 months",Child
2023-24,APR,18456,286356,Wisconsin,0.0645,9-12 years,"2023-24, Wisconsin: 9-12 years",Child
2023-24,APR,18599,192782,Oregon,0.0965,5-8 years,"2023-24, Oregon: 5-8 years",Child
2023-24,APR,18715,110501,Vermont,0.1694,6 months to 17 years,"2023-24, Vermont: 6 months to 17 years",Child
2023-24,APR,18844,569627,Ohio,0.0331,5-8 years,"2023-24, Ohio: 5-8 years",Child
2023-24,APR,18950,690870,West Virginia,0.0274,18-49 years,"2023-24, West Virginia: 18-49 years",Adult
2023-24,APR,19122,570423.5,Texas,0.0335,6-23 months,"2023-24, Texas: 6-23 months",Child
2023-24,APR,19351,328538.5,Philadelphia,0.0589,6 months to 17 years,"2023-24, Philadelphia: 6 months to 17 years",Child
2023-24,APR,19793,514913,New York State,0.0384,9-12 years,"2023-24, New York (excluding New York City): 9-12 years",Child
2023-24,APR,19998,198245,Oregon,0.1009,9-12 years,"2023-24, Oregon: 9-12 years",Child
2023-24,APR,20911,1219345,Florida,0.0171,13-17 years,"2023-24, Florida: 13-17 years",Child
2023-24,APR,21494,164468,South Dakota,0.1307,50-64 years,"2023-24, South Dakota: 50-64 years",Adult
2023-24,APR,21632,572469,Ohio,0.0378,9-12 years,"2023-24, Ohio: 9-12 years",Child
2023-24,APR,21978,242032,Maine,0.0908,6 months to 17 years,"2023-24, Maine: 6 months to 17 years",Child
2023-24,APR,22060,467559,Michigan,0.0472,5-8 years,"2023-24, Michigan: 5-8 years",Child
2023-24,APR,22174,212202,Minnesota,0.1045,2-4 years,"2023-24, Minnesota: 2-4 years",Child
2023-24,APR,22197,500397,Pennsylvania,0.0444,5-8 years,"2023-24, Pennsylvania (excluding Philadelphia County): 5-8 years",Child
2023-24,APR,22343,562524,New Jersey,0.0397,13-17 years,"2023-24, New Jersey: 13-17 years",Child
2023-24,APR,22900,430356,Montana,0.0532,18-49 years,"2023-24, Montana: 18-49 years",Adult
2023-24,APR,23386,975661.5,Kentucky,0.024,6 months to 17 years,"2023-24, Kentucky: 6 months to 17 years",Child
2023-24,APR,23578,475421,Michigan,0.0496,9-12 years,"2023-24, Michigan: 9-12 years",Child
2023-24,APR,23819,383258,Delaware,0.0621,18-49 years,"2023-24, Delaware: 18-49 years",Adult
2023-24,APR,24249,640160,Puerto Rico,0.0379,50-64 years,"2023-24, Puerto Rico: 50-64 years",Adult
2023-24,APR,24425,515686,Pennsylvania,0.0474,9-12 years,"2023-24, Pennsylvania (excluding Philadelphia County): 9-12 years",Child
2023-24,APR,24568,207146,Montana,0.1186,50-64 years,"2023-24, Montana: 50-64 years",Adult
2023-24,APR,24600,103776,Wyoming,0.237,65+ years,"2023-24, Wyoming: 65+ years",Adult
2023-24,APR,25211,446316,Illinois,0.0565,2-4 years,"2023-24, Illinois: 2-4 years",Child
2023-24,APR,25442,89833,District of Columbia,0.2832,65+ years,"2023-24, District of Columbia: 65+ years",Adult
2023-24,APR,25849,1209974,Texas,0.0214,2-4 years,"2023-24, Texas: 2-4 years",Child
2023-24,APR,25990,479456,Arizona,0.0542,13-17 years,"2023-24, Arizona: 13-17 years",Child
2023-24,APR,26067,561642,Mississippi,0.0464,50-64 years,"2023-24, Mississippi: 50-64 years",Adult
2023-24,APR,26107,370797,Wisconsin,0.0704,13-17 years,"2023-24, Wisconsin: 13-17 years",Child
2023-24,APR,26146,461203,New Mexico,0.0567,6 months to 17 years,"2023-24, New Mexico: 6 months to 17 years",Child
2023-24,APR,26339,248705,Oregon,0.1059,13-17 years,"2023-24, Oregon: 13-17 years",Child
2023-24,APR,26719,276460,Washington,0.0966,2-4 years,"2023-24, Washington: 2-4 years",Child
2023-24,APR,27458,364081,West Virginia,0.0754,50-64 years,"2023-24, West Virginia: 50-64 years",Adult
2023-24,APR,27834,1473455.5,Tennessee,0.0189,6 months to 17 years,"2023-24, Tennessee: 6 months to 17 years",Child
2023-24,APR,29313,95876,Alaska,0.3057,65+ years,"2023-24, Alaska: 65+ years",Adult
2023-24,APR,30262,678480,New York State,0.0446,13-17 years,"2023-24, New York (excluding New York City): 13-17 years",Child
2023-24,APR,30411,291284,Minnesota,0.1044,5-8 years,"2023-24, Minnesota: 5-8 years",Child
2023-24,APR,30414,742187,Ohio,0.041,13-17 years,"2023-24, Ohio: 13-17 years",Child
2023-24,APR,30989,292636,Minnesota,0.1059,9-12 years,"2023-24, Minnesota: 9-12 years",Child
2023-24,APR,31341,624694,Michigan,0.0502,13-17 years,"2023-24, Michigan: 13-17 years",Child
2023-24,APR,32297,707072,Iowa,0.0457,6 months to 17 years,"2023-24, Iowa: 6 months to 17 years",Child
2023-24,APR,32314,1926749,Louisiana,0.0168,18-49 years,"2023-24, Louisiana: 18-49 years",Adult
2023-24,APR,33991,676599,Pennsylvania,0.0502,13-17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 13-17 years",Child
2023-24,APR,34315,1229950,Arkansas,0.0279,18-49 years,"2023-24, Arkansas: 18-49 years",Adult
2023-24,APR,34461,607964,Illinois,0.0567,5-8 years,"2023-24, Illinois: 5-8 years",Child
2023-24,APR,34608,201301,Delaware,0.1719,50-64 years,"2023-24, Delaware: 50-64 years",Adult
2023-24,APR,34816,1997031,Alabama,0.0174,18-49 years,"2023-24, Alabama: 18-49 years",Adult
2023-24,APR,35161,575908,Hawaii,0.0611,18-49 years,"2023-24, Hawaii: 18-49 years",Adult
2023-24,APR,35331,387986,District of Columbia,0.0911,18-49 years,"2023-24, District of Columbia: 18-49 years",Adult
2023-24,APR,35638,626171,Illinois,0.0569,9-12 years,"2023-24, Illinois: 9-12 years",Child
2023-24,APR,35678,747775,Idaho,0.0477,18-49 years,"2023-24, Idaho: 18-49 years",Adult
2023-24,APR,36064,133652,Vermont,0.2698,50-64 years,"2023-24, Vermont: 50-64 years",Adult
2023-24,APR,36265,270072,Philadelphia,0.1343,50-64 years,"2023-24, Philadelphia: 50-64 years",Adult
2023-24,APR,36315,247935,Vermont,0.1465,18-49 years,"2023-24, Vermont: 18-49 years",Adult
2023-24,APR,36469,377461,Washington,0.0966,5-8 years,"2023-24, Washington: 5-8 years",Child
2023-24,APR,36531,1668393,Texas,0.0219,5-8 years,"2023-24, Texas: 5-8 years",Child
2023-24,APR,37401,377798,Washington,0.099,9-12 years,"2023-24, Washington: 9-12 years",Child
2023-24,APR,39110,1687066,Texas,0.0232,9-12 years,"2023-24, Texas: 9-12 years",Child
2023-24,APR,39429,701836,Connecticut,0.0562,6 months to 17 years,"2023-24, Connecticut: 6 months to 17 years",Child
2023-24,APR,39471,322101,Idaho,0.1225,50-64 years,"2023-24, Idaho: 50-64 years",Adult
2023-24,APR,39553,371308,Minnesota,0.1065,13-17 years,"2023-24, Minnesota: 13-17 years",Child
2023-24,APR,39972,449237,Wyoming,0.089,18+ years,"2023-24, Wyoming: 18+ years",Adult
2023-24,APR,40697,905560.5,Utah,0.0449,6 months to 17 years,"2023-24, Utah: 6 months to 17 years",Child
2023-24,APR,41968,579166.5,Wyoming,0.0725,Overall,"2023-24, Wyoming: Overall",All
2023-24,APR,43875,1335604.5,Missouri,0.0329,6 months to 17 years,"2023-24, Missouri: 6 months to 17 years",Child
2023-24,APR,44095,123141,North Dakota,0.3581,65+ years,"2023-24, North Dakota: 65+ years",Adult
2023-24,APR,44956,260200,Hawaii,0.1728,50-64 years,"2023-24, Hawaii: 50-64 years",Adult
2023-24,APR,45389,2437453.5,Georgia,0.0186,6 months to 17 years,"2023-24, Georgia: 6 months to 17 years",Child
2023-24,APR,46484,1526214,Indiana,0.0305,6 months to 17 years,"2023-24, Indiana: 6 months to 17 years",Child
2023-24,APR,46776,873539,Louisiana,0.0535,50-64 years,"2023-24, Louisiana: 50-64 years",Adult
2023-24,APR,46879,460572,Washington,0.1018,13-17 years,"2023-24, Washington: 13-17 years",Child
2023-24,APR,47826,564552,Arkansas,0.0847,50-64 years,"2023-24, Arkansas: 50-64 years",Adult
2023-24,APR,48160,816314,Illinois,0.059,13-17 years,"2023-24, Illinois: 13-17 years",Child
2023-24,APR,48431,1661189,Oklahoma,0.0292,18-49 years,"2023-24, Oklahoma: 18-49 years",Adult
2023-24,APR,49720,507668,Maine,0.0979,18-49 years,"2023-24, Maine: 18-49 years",Adult
2023-24,APR,50875,4140953,Florida,0.0123,6 months to 17 years,"2023-24, Florida: 6 months to 17 years",Child
2023-24,APR,53696,697429,Puerto Rico,0.077,65+ years,"2023-24, Puerto Rico: 65+ years",Adult
2023-24,APR,56331,1334197,Nevada,0.0422,18-49 years,"2023-24, Nevada: 18-49 years",Adult
2023-24,APR,57242,962974,Alabama,0.0594,50-64 years,"2023-24, Alabama: 50-64 years",Adult
2023-24,APR,58217,157177,South Dakota,0.3704,65+ years,"2023-24, South Dakota: 65+ years",Adult
2023-24,APR,58663,672299,California,0.0873,6-23 months,"2023-24, California: 6-23 months",Child
2023-24,APR,58809,300529,Maine,0.1957,50-64 years,"2023-24, Maine: 50-64 years",Adult
2023-24,APR,60517,1605718.5,Arizona,0.0377,6 months to 17 years,"2023-24, Arizona: 6 months to 17 years",Child
2023-24,APR,61441,552427,Alaska,0.1112,18+ years,"2023-24, Alaska: 18+ years",Adult
