Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,JUL,2023-24,Minnesota,0.0001,8.179e-06,0.0001,486,46,5624147,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Missouri,0,0,4.9054e-06,168,138,6115723.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,N. Mariana Islands,0,0,-0,1,2,51467.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Mississippi,0.0001,0,0.0001,227,53,2949076.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Montana,0,0,5.5819e-06,25,19,1074894.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,North Carolina,0.0003,0,0.0002,"2,764",147,10541669,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,North Dakota,0,0,0,20,12,760079.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JUL,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JUL,2023-24,New Jersey,0.0001,0.0001,0,817,487,8832618,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,New Mexico,0.0001,0,0,108,59,2095031,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Nevada,0.0002,0.0001,0.0001,648,180,3120407,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,New York,0,0,0,417,180,11026194,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Ohio,0,0,-4.0423e-06,339,386,11627059,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Oklahoma,0,0.0001,-0,153,291,3956445.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Oregon,4.7388e-06,5.2127e-06,-4.7388e-07,20,22,4220498,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Pennsylvania,0,0,-3.4982e-06,409,448,11148453,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Philadelphia,0,0.0001,-0,78,124,1568273.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Puerto Rico,0.0001,0,0.0001,340,136,3177862.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JUL,2023-24,Republic of Palau,0,0,-0,0,1,21412.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JUL,2023-24,South Dakota,0,0,-0,24,43,886812,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Houston,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JUL,2023-24,Tennessee,0.0002,0.0001,0.0001,"1,305",491,6846888.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Texas,0.0001,0,0,"2,749","1,407",29172250,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Utah,0,5.2694e-06,0,86,17,3226163.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Virginia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JUL,2023-24,U.S. Virgin Islands ,9.4654e-06,0,9.4654e-06,1,0,105648,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Vermont,0,0,0,7,7,620682,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Washington,0,8.3656e-06,0,159,64,7650371.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Wisconsin,0,7.9293e-06,4.6541e-06,73,46,5801275.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,West Virginia,0.0001,0.0001,0,137,106,1776063.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Wyoming,0,0,0,24,6,579166.5,Overall,Within 5 percentage points,All
2024-25,NOV,2023-24,Alaska,0.3853,0.3995,-0.0142,"36,942","38,307",95876,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Alabama,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Arkansas,0.4119,0.4445,-0.0326,"220,895","238,371",536306,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,American Samoa,0.011,0,0.011,36,0,3278,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Arizona,0.3371,0.3397,-0.0026,"463,155","466,740",1373975,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New York City,0.28,0.268,0.0121,"366,497","350,703",1308751,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,California,0.5105,0.5063,0.0042,"3,051,073","3,025,967",5976166,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Chicago,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Colorado,0.5727,0.5797,-0.007,"501,886","508,027",876387,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Connecticut,0.5619,0.6016,-0.0397,"362,975","388,618",645996,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,District of Columbia,0.3217,0.3264,-0.0047,"28,898","29,324",89833,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Delaware,0.5789,0.6296,-0.0507,"114,391","124,413",197594,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Florida,0.3594,0.3811,-0.0217,"1,667,116","1,767,807",4638094,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Federated States of Micronesia,0.0576,0.0727,-0.0152,277,350,4812,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Georgia,0.4196,0,0.4196,"660,773",0,1574667,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Guam,0.1789,0.16,0.019,"2,874","2,569",16061,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Iowa,0.5968,0.3006,0.2962,"337,857","170,191",566136,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Idaho,0.4458,0.4687,-0.0229,"136,418","143,425",305994,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Illinois,0.501,0.5163,-0.0154,"1,046,615","1,078,715",2089234,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Indiana,0.4844,0.4988,-0.0144,"540,254","556,259",1115285,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Kansas,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Kentucky,0.4481,0.4835,-0.0354,"345,439","372,735",770835,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Louisiana,0.3517,0.3511,0.0006,"268,627","268,159",763750,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Maryland,0.5366,0.5304,0.0062,"529,829","523,684",987352,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Maine,0.6372,0.6144,0.0228,"187,208","180,496",293776,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Marshall Islands,0.0287,0.0155,0.0131,107,58,3732,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Michigan,0.5125,0.5105,0.0021,"928,938","925,203",1812441,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Minnesota,0.6106,0.6157,-0.0051,"579,328","584,162",948841,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Missouri,0.4742,0.5126,-0.0385,"516,723","558,634",1089714,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,N. Mariana Islands,0.2429,0.228,0.0149,912,856,3754,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Mississippi,0.3005,0.2918,0.0087,"150,248","145,887",499955,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Montana,0.4153,0.4344,-0.0191,"88,623","92,690",213392,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,North Carolina,0.4145,0.3717,0.0428,"752,069","674,483",1814542,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,North Dakota,0.5513,0.5738,-0.0225,"67,889","70,657",123141,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,New Jersey,0.3523,0.3517,0.0006,"531,991","531,095",1510028,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New Mexico,0.4685,0.4899,-0.0214,"182,673","191,023",389911,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Nevada,0.4199,0.459,-0.0391,"218,059","238,356",519316,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New York,0.4467,0.4587,-0.012,"920,561","945,340",2060818,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Ohio,0.4899,0.491,-0.0011,"1,027,557","1,029,945",2097638,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Oklahoma,0.3564,0.381,-0.0246,"232,781","248,842",653159,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Oregon,0.5273,0.5293,-0.0021,"416,298","417,920",789527,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Pennsylvania,0.4985,0.5018,-0.0033,"1,106,981","1,114,345",2220720,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Philadelphia,0.3426,0.5332,-0.1906,"77,748","121,010",226967,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Puerto Rico,0.1647,0.2479,-0.0831,"114,893","172,870",697429,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Republic of Palau,0.0286,0,0.0286,57,0,1992,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,South Dakota,0.4995,0.5085,-0.009,"78,517","79,926",157177,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Houston,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Tennessee,0.4484,0.4571,-0.0087,"529,412","539,685",1180543,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Texas,0.2197,0.2238,-0.0041,"851,011","866,868",3873683,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Utah,0.5293,0.5329,-0.0035,"201,985","203,338",381593,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Virginia,,,,Not Submitted,Not Submitted,,65+ years,Not Available,Adult
2024-25,NOV,2023-24,U.S. Virgin Islands ,0.0435,0.0365,0.007,890,747,20478,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Vermont,0.5719,0.5716,0.0003,"73,543","73,507",128594,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Washington,0.5505,0.5522,-0.0017,"686,957","689,048",1247874,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Wisconsin,0.6135,0.6111,0.0024,"642,899","640,345",1047935,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,West Virginia,0.3832,0.3925,-0.0093,"143,162","146,623",373569,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Wyoming,0.3764,0.3889,-0.0126,"39,058","40,362",103776,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alaska,0.1933,0.2148,-0.0214,"106,805","118,649",552427,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alabama,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Arkansas,0.2147,0.2622,-0.0475,"500,476","611,199",2330808,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,American Samoa,0.0174,0.0254,-0.008,545,795,31335,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Arizona,0.1734,0.2082,-0.0348,"1,001,567","1,202,604",5774978,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New York City,0.1773,0.2192,-0.0419,"1,162,728","1,437,514",6559310,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,California,0.2676,0.2971,-0.0296,"8,182,158","9,085,886",30576844,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Chicago,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Colorado,0.2942,0.3277,-0.0335,"1,340,778","1,493,613",4557684,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Connecticut,0.3186,0.3514,-0.0328,"904,182","997,164",2838054,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,District of Columbia,0.1817,0.2051,-0.0234,"105,957","119,599",583228,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Delaware,0.3026,0.3759,-0.0734,"236,641","294,031",782153,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Florida,0.1861,0.2155,-0.0294,"3,252,793","3,767,045",17482580,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Federated States of Micronesia,0.0432,0.0953,-0.0521,"2,885","6,359",66724,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Georgia,0.2004,0,0.2004,"1,645,476",0,8210067,18+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Guam,0.0788,0.0463,0.0325,"9,022","5,300",114544,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Iowa,0.3146,0.294,0.0206,"766,960","716,851",2438002,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Idaho,0.2161,0.2458,-0.0296,"297,351","338,133",1375870,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Illinois,0.2673,0.31,-0.0427,"2,621,936","3,041,188",9809562,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Indiana,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Kansas,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Kentucky,0.2306,0.2742,-0.0436,"801,353","952,844",3475334,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Louisiana,0.1737,0.199,-0.0253,"619,150","709,413",3564038,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Maryland,0.2967,0.333,-0.0363,"1,400,988","1,572,600",4721883,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Maine,0.3703,0.4433,-0.0731,"408,027","488,546",1101973,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Marshall Islands,0.0317,0.0695,-0.0377,"1,509","3,303",47529,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Michigan,0.2684,0.3092,-0.0408,"2,104,207","2,424,129",7839742,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Minnesota,0.3291,0.382,-0.0529,"1,433,769","1,664,157",4356123,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Missouri,0.2393,0.2849,-0.0456,"1,143,780","1,361,908",4780119,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,N. Mariana Islands,0.1392,0.1671,-0.028,"5,020","6,029",36075,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Mississippi,0.1356,0.1412,-0.0056,"308,262","321,038",2273653,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Montana,0.213,0.2496,-0.0366,"181,228","212,343",850894,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,North Carolina,0.2042,0.1061,0.098,"1,693,367","880,184",8294423,18+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,North Dakota,0.2725,0.3125,-0.04,"159,069","182,415",583680,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,New Jersey,0.184,0.2061,-0.022,"1,278,690","1,431,879",6947836,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New Mexico,0.2537,0.3164,-0.0627,"414,540","516,933",1633828,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Nevada,0.1944,0.2393,-0.0449,"474,457","584,003",2440679,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New York,0.2241,0.2917,-0.0676,"1,969,648","2,563,611",8789112,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Ohio,0.2538,0.2848,-0.031,"2,316,138","2,598,869",9124576,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Oklahoma,0.1723,0.1903,-0.0179,"521,605","575,943",3027263,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Oregon,0.2903,0.3187,-0.0284,"981,364","1,077,487",3380729,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Pennsylvania,0.2558,0.3143,-0.0585,"2,282,521","2,804,252",8922762,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Philadelphia,0.1923,0.3577,-0.1654,"238,411","443,429",1239735,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Puerto Rico,0.0978,0.128,-0.0302,"256,682","336,010",2624172,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Republic of Palau,0.0113,0.029,-0.0177,188,481,16583,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,South Dakota,0.2961,0.3128,-0.0167,"199,626","210,914",674238,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Houston,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Tennessee,0.2159,0.2495,-0.0336,"1,159,968","1,340,433",5373433,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Texas,0.0941,0.0937,0.0004,"2,063,684","2,054,248",21925627,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Utah,0.2628,0.3048,-0.042,"609,796","707,276",2320603,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Virginia,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,DEC,2022-23,U.S. Virgin Islands ,0.025,0.0001,0.0249,"2,039",8,81507,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Vermont,0.3311,0.4092,-0.0781,"168,906","208,758",510181,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Washington,0.2856,0.32,-0.0344,"1,721,298","1,928,788",6027818,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Wisconsin,0.3356,0.3814,-0.0458,"1,535,064","1,744,598",4574131,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,West Virginia,0.2231,0.2419,-0.0188,"318,732","345,567",1428520,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Wyoming,0.1834,0.2066,-0.0232,"82,388","92,819",449237,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alaska,0.1258,0.1413,-0.0155,"40,606","45,611",322724,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alabama,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Arkansas,0.1169,0.1461,-0.0292,"143,753","179,689",1229950,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,American Samoa,0.0185,0.0258,-0.0073,377,526,20418,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Arizona,0.0892,0.1138,-0.0245,"274,798","350,337",3079500,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New York City,0.1312,0.1671,-0.0359,"492,296","627,005",3752487,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,California,0.1655,0.1912,-0.0257,"2,876,719","3,323,347",17380305,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Chicago,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Colorado,0.1909,0.2211,-0.0303,"501,562","581,073",2627928,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Connecticut,0.1941,0.2315,-0.0374,"278,262","331,945",1433821,18-49 years,Within 5 percentage points,Adult
