Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,8.1812,3.0369,817,0
COVID,State,Connecticut,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,487,1
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,18.8515,11.5033,56,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,5.277,2.5927,681,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,9.4569,2.5407,1158,0
COVID,State,Connecticut,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,11.8846,4.4951,487,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,14,1
COVID,State,Indiana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,13.0954,8.2309,65,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,14,1
COVID,State,Delaware,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,18.8903,11.5895,48,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,21.0944,11.1495,56,0
COVID,State,Indiana,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,6.0506,1.9077,1025,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,52.9028,20.2956,40,0
COVID,State,Delaware,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,8.2808,2.4869,864,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,32.6444,19.7175,40,0
COVID,State,Indiana,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,6.0506,1.9077,1025,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,10.3592,2.9613,1344,0
COVID,State,District of Columbia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,23.1799,8.8798,189,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,28.0424,23.0385,30,0
COVID,State,Iowa,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,3,1
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,8.5309,2.3289,1437,0
COVID,State,District of Columbia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,33.5896,4.2378,1513,0
COVID,State,Iowa,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,13.2007,4.9997,533,0
COVID,State,Florida,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,3.6058,1.8662,749,0
COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,5,1
COVID,State,Georgia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,18,1
COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,5,1
COVID,State,Georgia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,18,1
COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,702,1
COVID,State,Georgia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,772,1
COVID,State,Louisiana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,15,1
COVID,State,Hawaii,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,39.3684,19.1517,48,0
COVID,State,Maine,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,18.1122,4.1859,916,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,23,1
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,45.1368,25.0004,61,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,23,1
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,9.1598,15.6972,61,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,23,1
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,22.528,4.9556,1093,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,681,1
COVID,State,Maryland,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,22.528,4.9556,1093,0
COVID,State,Illinois,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,13.0579,2.647,1941,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,27,1
COVID,State,Illinois,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,13.0579,2.647,1941,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,27,1
COVID,State,Indiana,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,72.9175,12.9326,65,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,18.1979,30.9262,33,0
COVID,State,Iowa,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,533,1
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,20.5216,3.8779,1116,0
COVID,State,Kansas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,21,1
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,7,1
COVID,State,Kansas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,21,1
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,7.3735,10.7057,31,0
COVID,State,Kansas,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,8.7703,2.9765,1056,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,8.3413,2.8918,681,0
COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,5,1
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,0,0,39,0
COVID,State,Kentucky,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,9.4632,4.3231,702,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,63.6102,20.5782,39,0
COVID,State,Louisiana,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,15,1
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,,,5,1
COVID,State,Louisiana,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,1010,1
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,31.1524,31.4317,30,0
COVID,State,Maine,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,59.766,17.7115,37,0
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,14.0509,17.5911,30,0
COVID,State,Maine,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,12.2692,9.2693,37,0
COVID,State,Nevada,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,11.8118,5.1999,697,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,27,1
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,3.9695,5.967,33,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,1104,1
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,8.9315,2.4955,1185,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,10.2949,3.4932,683,0
COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,12.5204,4.035,922,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,16.0231,13.8344,30,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,49.9192,13.3593,105,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,15.3859,14.2288,30,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,15.5642,10.6956,105,0
COVID,State,Minnesota,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,20.5216,3.8779,1116,0
COVID,State,New York,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,9.1773,2.1119,1975,0
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,7,1
COVID,State,North Carolina,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,9.5765,3.1278,851,0
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,7,1
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,5,1
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,686,1
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,10,1
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,62.1645,26.5963,31,0
COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,8.5349,3.2647,702,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,22.1206,22.6654,31,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,18.5164,3.5834,1038,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,27.5935,19.5174,39,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,10.4716,8.0279,70,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,8.7964,3.0508,1001,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,21.741,10.9013,70,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,5,1
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,7,1
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,504,1
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,622,1
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,42.9848,42.7919,30,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,2.0609,3.0103,39,0
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,11.8118,5.1999,697,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,37.6856,22.1764,39,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,52.4859,32.4934,33,0
COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28,3.1363,1.1091,1336,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,15.6477,3.3821,1050,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,54.0467,33.0733,30,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,2024-12-28,46.8288,24.3141,36,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 4,2024-12-28,,,704,1
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,28,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28,,,23,1
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28,,,28,1
