vaccine,geographic_level,geographic_name,demographic_level,demographic_name,indicator_label,month_week,curr_week_ending,prev_week_ending,curr_season,prev_season,curr_est,past_est,curr_ci_halfwidth_95pct,past_ci_halfwidth_95pct,difference_estimate,significance,curr_ci_95,past_ci_95,diff_ci_95,difference_indicator,estimate,binrangetext,binrangeorder
COVID,National,National,Age,5-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,4.4,2.6,0.4288,0.2866,1.8012,0.5158,4.0 to 4.8,2.3 to 2.9,1.3 to 2.3,Higher than Last Season,0.0441,4.0 - 4.9,4
COVID,National,National,Age,5-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,5.1,3.7,0.5417,0.6389,1.4154,0.8376,4.6 to 5.7,3.1 to 4.3,0.6 to 2.3,Higher than Last Season,0.0512,4.2 - 5.3,4
COVID,National,National,Age,5-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,6.8,4.9,0.8037,0.732,1.8927,1.0871,6.0 to 7.6,4.2 to 5.7,0.8 to 3.0,Higher than Last Season,0.0682,6.8 - 13.2,5
COVID,National,National,Age,5-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,7.3,5.9,0.8712,1.1113,1.3188,1.4121,6.4 to 8.1,4.8 to 7.1,-0.1 to 2.7,Similar to Last Season,0.0726,7.1 - 13.9,5
COVID,National,National,Age,5-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,9.2,8.2,0.5475,0.3304,0.928,0.6395,8.6 to 9.7,7.9 to 8.6,0.3 to 1.6,Higher than Last Season,0.0916,8.4 - 10.7,4
COVID,National,National,Age,5-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,10,8.9,0.7698,0.5,1.0912,0.9179,9.2 to 10.7,8.4 to 9.4,0.2 to 2.0,Higher than Last Season,0.0997,8.9 - 11.4,4
COVID,National,National,Age,5-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,10.4,10,0.6957,0.8646,0.388,1.1097,9.7 to 11.1,9.1 to 10.8,-0.7 to 1.5,Similar to Last Season,0.1036,9.1 - 11.5,4
COVID,National,National,Age,5-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,10.5,10.2,0.6767,0.9043,0.3302,1.1295,9.9 to 11.2,9.3 to 11.1,-0.8 to 1.5,Similar to Last Season,0.1055,9.5 - 11.9,4
COVID,National,National,Age,12-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,4.9,3.1,0.7009,0.4303,1.8187,0.8224,4.2 to 5.6,2.6 to 3.5,1.0 to 2.6,Higher than Last Season,0.0488,4.0 - 4.9,4
COVID,National,National,Age,12-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,5.2,3.8,0.7403,0.682,1.4913,1.0066,4.5 to 6.0,3.1 to 4.4,0.5 to 2.5,Higher than Last Season,0.0525,4.2 - 5.3,4
COVID,National,National,Age,12-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,7.9,5.4,1.4142,1.1346,2.5005,1.8131,6.5 to 9.3,4.3 to 6.5,0.7 to 4.3,Higher than Last Season,0.0791,6.8 - 13.2,5
COVID,National,National,Age,12-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,8.1,6.6,1.4259,1.9085,1.4872,2.3823,6.6 to 9.5,4.7 to 8.5,-0.9 to 3.9,Similar to Last Season,0.0806,7.1 - 13.9,5
COVID,National,National,Age,12-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,9.6,9,0.8262,0.4832,0.613,0.9571,8.8 to 10.5,8.5 to 9.5,-0.3 to 1.6,Similar to Last Season,0.0965,8.4 - 10.7,4
COVID,National,National,Age,12-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,10.5,9.5,0.9406,0.7709,1.0199,1.2161,9.6 to 11.5,8.7 to 10.3,-0.2 to 2.2,Similar to Last Season,0.1052,8.9 - 11.4,4
COVID,National,National,Age,12-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,10.5,10.7,0.9406,1.3745,-0.2143,1.6655,9.6 to 11.5,9.4 to 12.1,-1.9 to 1.5,Similar to Last Season,0.1052,9.1 - 11.5,4
COVID,National,National,Age,12-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,10.5,11.2,0.9149,1.4849,-0.6806,1.7441,9.6 to 11.4,9.7 to 12.7,-2.4 to 1.1,Similar to Last Season,0.1053,9.5 - 11.9,4
COVID,State,Florida,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,4.2,7.5,2.1388,1.6162,-3.282,2.6808,2.1 to 6.3,5.9 to 9.1,-6.0 to -0.6,Lower than Last Season,0.0421,2.7 - 6.7,1
COVID,State,Georgia,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,8.6,6.9,3.5512,1.5538,1.7156,3.8763,5.1 to 12.2,5.3 to 8.4,-2.2 to 5.6,Similar to Last Season,0.0861,6.8 - 10.1,2
COVID,State,Hawaii,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.6,15,4.2949,2.9513,-1.4073,5.2112,9.3 to 17.9,12.1 to 18.0,-6.6 to 3.8,Similar to Last Season,0.1363,12.3 - 15.1,4
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,6,6.9,2.9207,2.234,-0.9361,3.6771,3.1 to 8.9,4.7 to 9.2,-4.6 to 2.7,Similar to Last Season,0.0599,2.7 - 6.7,1
COVID,State,Illinois,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.2,13.4,2.5216,1.4842,-0.2089,2.926,10.7 to 15.7,11.9 to 14.9,-3.1 to 2.7,Similar to Last Season,0.1323,12.3 - 15.1,4
COVID,State,Indiana,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,6.2,9.4,1.9215,1.6942,-3.1865,2.5617,4.3 to 8.1,7.7 to 11.1,-5.7 to -0.6,Lower than Last Season,0.0618,2.7 - 6.7,1
COVID,State,Iowa,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.6,10.1,5.207,2.2462,3.5115,5.6708,8.4 to 18.8,7.8 to 12.3,-2.2 to 9.2,Similar to Last Season,0.1358,12.3 - 15.1,4
COVID,State,Kansas,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,9.5,12.7,3.1045,2.556,-3.2266,4.0213,6.4 to 12.6,10.2 to 15.3,-7.2 to 0.8,Similar to Last Season,0.0951,6.8 - 10.1,2
COVID,State,Kentucky,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,9.5,8.7,4.3246,1.9028,0.8569,4.7247,5.2 to 13.9,6.8 to 10.6,-3.9 to 5.6,Similar to Last Season,0.0953,6.8 - 10.1,2
COVID,State,Louisiana,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,5,4.7,2.2107,1.1832,0.2932,2.5074,2.8 to 7.2,3.5 to 5.9,-2.2 to 2.8,Similar to Last Season,0.0496,2.7 - 6.7,1
COVID,State,Maine,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,18.1,18.6,4.1859,3.0903,-0.5343,5.203,13.9 to 22.3,15.6 to 21.7,-5.7 to 4.7,Similar to Last Season,0.1811,15.2 - 33.6,5
COVID,State,Maryland,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,22.7,20.6,4.9725,2.7266,2.1573,5.671,17.8 to 27.7,17.9 to 23.3,-3.5 to 7.8,Similar to Last Season,0.2273,15.2 - 33.6,5
COVID,State,Massachusetts,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,24.7,26.5,4.3374,3.1103,-1.768,5.3373,20.3 to 29.0,23.3 to 29.6,-7.1 to 3.6,Similar to Last Season,0.2469,15.2 - 33.6,5
COVID,State,Michigan,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,10.3,10.2,3.4932,2.0841,0.0746,4.0677,6.8 to 13.8,8.1 to 12.3,-4.0 to 4.1,Similar to Last Season,0.1029,10.2 - 12.2,3
COVID,State,Minnesota,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,22.8,20.1,4.5272,2.6326,2.6869,5.237,18.3 to 27.3,17.5 to 22.8,-2.6 to 7.9,Similar to Last Season,0.228,15.2 - 33.6,5
COVID,State,Mississippi,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,2.7,5.7,1.5891,1.7979,-3.0046,2.3995,1.1 to 4.2,3.9 to 7.5,-5.4 to -0.6,Lower than Last Season,0.0265,2.7 - 6.7,1
COVID,State,Missouri,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,9.2,10.5,3.1865,2.0002,-1.3568,3.7623,6.0 to 12.4,8.5 to 12.5,-5.1 to 2.4,Similar to Last Season,0.0918,6.8 - 10.1,2
COVID,State,Montana,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,11.2,9.2,4.7155,1.7748,1.9839,5.0384,6.5 to 15.9,7.4 to 11.0,-3.1 to 7.0,Similar to Last Season,0.1117,10.2 - 12.2,3
COVID,State,Nebraska,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,15.1,11.8,5.1213,2.5145,3.3167,5.7053,10.0 to 20.2,9.3 to 14.3,-2.4 to 9.0,Similar to Last Season,0.1509,12.3 - 15.1,4
COVID,State,Nevada,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,12.1,8,5.2671,2.0066,4.1241,5.6364,6.8 to 17.3,5.9 to 10.0,-1.5 to 9.8,Similar to Last Season,0.1208,10.2 - 12.2,3
COVID,State,New Hampshire,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,18.8,20.3,4.9655,2.9082,-1.5679,5.7545,13.8 to 23.7,17.4 to 23.3,-7.3 to 4.2,Similar to Last Season,0.1878,15.2 - 33.6,5
COVID,State,New Jersey,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,9.5,10.9,2.5707,1.8488,-1.3452,3.1665,7.0 to 12.1,9.0 to 12.7,-4.5 to 1.8,Similar to Last Season,0.0954,6.8 - 10.1,2
COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,14.4,16,4.4814,2.5004,-1.6257,5.1318,9.9 to 18.9,13.5 to 18.5,-6.8 to 3.5,Similar to Last Season,0.1438,12.3 - 15.1,4
COVID,State,New York,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,10.4,14,2.4341,1.6183,-3.5831,2.923,8.0 to 12.9,12.4 to 15.6,-6.5 to -0.7,Lower than Last Season,0.1045,10.2 - 12.2,3
COVID,State,North Carolina,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,9.6,10.7,3.1278,1.9132,-1.1549,3.6665,6.4 to 12.7,8.8 to 12.6,-4.8 to 2.5,Similar to Last Season,0.0958,6.8 - 10.1,2
COVID,State,North Dakota,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,12.6,8.4,6.1242,2.0175,4.1728,6.448,6.5 to 18.7,6.4 to 10.4,-2.3 to 10.6,Similar to Last Season,0.126,12.3 - 15.1,4
COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,10,11.2,3.7125,2.062,-1.2354,4.2467,6.2 to 13.7,9.1 to 13.3,-5.5 to 3.0,Similar to Last Season,0.0995,6.8 - 10.1,2
COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,5.2,6.3,1.9667,1.4194,-1.0589,2.4254,3.2 to 7.2,4.8 to 7.7,-3.5 to 1.4,Similar to Last Season,0.052,2.7 - 6.7,1
COVID,State,Oregon,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,18.5,18.4,3.5834,2.6224,0.0798,4.4405,14.9 to 22.1,15.8 to 21.1,-4.4 to 4.5,Similar to Last Season,0.1852,15.2 - 33.6,5
COVID,State,Pennsylvania,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,10.8,12.2,2.2544,1.4635,-1.3621,2.6878,8.6 to 13.1,10.7 to 13.7,-4.0 to 1.3,Similar to Last Season,0.1084,10.2 - 12.2,3
COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,4.5,4.9,1.9604,1.2007,-0.3798,2.2989,2.5 to 6.5,3.7 to 6.1,-2.7 to 1.9,Similar to Last Season,0.0449,2.7 - 6.7,1
COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,15.9,17.2,5.1165,3.4893,-1.2067,6.193,10.8 to 21.1,13.7 to 20.6,-7.4 to 5.0,Similar to Last Season,0.1595,15.2 - 33.6,5
COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,3.9,6.8,1.8141,1.5523,-2.9264,2.3876,2.1 to 5.7,5.3 to 8.4,-5.3 to -0.5,Lower than Last Season,0.0388,2.7 - 6.7,1
COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,10.1,8.5,3.8038,2.151,1.6769,4.3699,6.3 to 13.9,6.3 to 10.6,-2.7 to 6.0,Similar to Last Season,0.1013,6.8 - 10.1,2
COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,5.8,7.9,2.6037,1.919,-2.1366,3.2345,3.2 to 8.4,6.0 to 9.8,-5.4 to 1.1,Similar to Last Season,0.0579,2.7 - 6.7,1
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,11.2,8.9,2.1875,0.9813,2.2839,2.3975,9.0 to 13.4,7.9 to 9.9,-0.1 to 4.7,Similar to Last Season,0.1119,10.2 - 12.2,3
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,11.6,12.6,4.4183,2.4402,-1.0542,5.0474,7.2 to 16.0,10.2 to 15.1,-6.1 to 4.0,Similar to Last Season,0.1158,10.2 - 12.2,3
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,33.3,27.3,7.3431,4.9054,5.9864,8.8309,25.9 to 40.6,22.4 to 32.2,-2.8 to 14.8,Similar to Last Season,0.3325,15.2 - 33.6,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,14.8,13.5,4.6939,2.4748,1.3298,5.3063,10.1 to 19.5,11.0 to 16.0,-4.0 to 6.6,Similar to Last Season,0.1484,12.2 - 28.7,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,December Week 1,2024-12-07,2023-12-09,2024-2025,2023-2024,14.8,14.7,4.6939,3.4529,0.1388,5.8271,10.1 to 19.5,11.3 to 18.2,-5.7 to 6.0,Similar to Last Season,0.1484,13.3 - 32.7,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,14.8,14.7,4.6939,3.4529,0.1388,5.8271,10.1 to 19.5,11.3 to 18.2,-5.7 to 6.0,Similar to Last Season,0.1484,13.3 - 32.7,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,December Week 3,2024-12-21,2023-12-23,2024-2025,2023-2024,14.8,14.7,4.6939,3.4529,0.1388,5.8271,10.1 to 19.5,11.3 to 18.2,-5.7 to 6.0,Similar to Last Season,0.1484,14.2 - 33.6,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,December Week 4,2024-12-28,2023-12-30,2024-2025,2023-2024,14.8,14.7,4.6939,3.4529,0.1388,5.8271,10.1 to 19.5,11.3 to 18.2,-5.7 to 6.0,Similar to Last Season,0.1484,14.3 - 33.6,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,15.6,16.7,4.9063,2.9822,-1.0958,5.7415,10.7 to 20.6,13.8 to 19.7,-6.8 to 4.6,Similar to Last Season,0.1565,15.2 - 33.6,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,January Week 2,2025-01-11,2024-01-13,2024-2025,2023-2024,15.6,16.7,4.9063,2.9822,-1.0958,5.7415,10.7 to 20.6,13.8 to 19.7,-6.8 to 4.6,Similar to Last Season,0.1565,15.2 - 33.6,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,15.6,17,4.9063,2.9078,-1.3164,5.7033,10.7 to 20.6,14.1 to 19.9,-7.0 to 4.4,Similar to Last Season,0.1565,15.2 - 33.6,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,15.6,17,4.9063,2.9078,-1.3164,5.7033,10.7 to 20.6,14.1 to 19.9,-7.0 to 4.4,Similar to Last Season,0.1565,15.2 - 33.6,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,14.7,9.6,4.8472,2.2607,5.0684,5.3485,9.8 to 19.5,7.4 to 11.9,-0.3 to 10.4,Similar to Last Season,0.1469,10.8 - 26.5,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,14.7,9.6,4.8472,2.2607,5.0684,5.3485,9.8 to 19.5,7.4 to 11.9,-0.3 to 10.4,Similar to Last Season,0.1469,11.5 - 26.7,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,14.7,9.7,4.8472,2.2569,4.9965,5.3469,9.8 to 19.5,7.4 to 11.9,-0.4 to 10.3,Similar to Last Season,0.1469,11.6 - 28.2,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,14.8,9.7,4.6939,2.2569,5.1514,5.2083,10.1 to 19.5,7.4 to 11.9,-0.1 to 10.4,Similar to Last Season,0.1484,12.0 - 28.3,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,9.3,3.3,3.8114,1.1957,5.9118,3.9946,5.4 to 13.1,2.1 to 4.5,1.9 to 9.9,Higher than Last Season,0.0925,5.0 - 10.4,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,9.3,3.5,3.8114,1.2596,5.7192,4.0141,5.4 to 13.1,2.3 to 4.8,1.7 to 9.7,Higher than Last Season,0.0925,5.4 - 10.5,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,11.2,7.3,4.8027,4.8092,3.9054,6.7966,6.4 to 16.0,2.5 to 12.1,-2.9 to 10.7,Similar to Last Season,0.1123,6.8 - 13.2,5
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,11.2,7.3,4.8027,4.8092,3.9054,6.7966,6.4 to 16.0,2.5 to 12.1,-2.9 to 10.7,Similar to Last Season,0.1123,7.1 - 13.9,5
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,10.5,10.9,2.4345,1.552,-0.3597,2.8871,8.1 to 13.0,9.3 to 12.4,-3.2 to 2.5,Similar to Last Season,0.1053,9.8 - 12.1,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,December Week 1,2024-12-07,2023-12-09,2024-2025,2023-2024,12.2,11.3,2.7461,1.772,0.9143,3.2682,9.5 to 15.0,9.6 to 13.1,-2.4 to 4.2,Similar to Last Season,0.1224,11.6 - 13.2,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,12.2,11.3,2.7461,1.772,0.9143,3.2682,9.5 to 15.0,9.6 to 13.1,-2.4 to 4.2,Similar to Last Season,0.1224,11.9 - 13.2,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,December Week 3,2024-12-21,2023-12-23,2024-2025,2023-2024,12.8,11.3,2.9312,1.772,1.4471,3.4252,9.8 to 15.7,9.6 to 13.1,-2.0 to 4.9,Similar to Last Season,0.1277,11.9 - 14.1,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,December Week 4,2024-12-28,2023-12-30,2024-2025,2023-2024,12.8,11.3,2.9312,1.772,1.4471,3.4252,9.8 to 15.7,9.6 to 13.1,-2.0 to 4.9,Similar to Last Season,0.1277,11.9 - 14.2,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,12.9,12.4,2.7989,1.6829,0.4687,3.2659,10.1 to 15.7,10.7 to 14.1,-2.8 to 3.7,Similar to Last Season,0.1286,12.3 - 15.1,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,January Week 2,2025-01-11,2024-01-13,2024-2025,2023-2024,12.9,12.4,2.7989,1.6829,0.4687,3.2659,10.1 to 15.7,10.7 to 14.1,-2.8 to 3.7,Similar to Last Season,0.1286,12.3 - 15.1,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,12.9,12.5,2.7989,1.6993,0.3052,3.2744,10.1 to 15.7,10.9 to 14.2,-3.0 to 3.6,Similar to Last Season,0.1286,12.3 - 15.1,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,12.9,12.5,2.7989,1.6993,0.3052,3.2744,10.1 to 15.7,10.9 to 14.2,-3.0 to 3.6,Similar to Last Season,0.1286,12.3 - 15.1,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,10.3,7.6,2.4035,1.2781,2.6481,2.7222,7.9 to 12.7,6.4 to 8.9,-0.1 to 5.4,Similar to Last Season,0.103,8.4 - 10.7,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,10.5,8.2,2.4345,1.4772,2.3451,2.8476,8.1 to 13.0,6.7 to 9.7,-0.5 to 5.2,Similar to Last Season,0.1053,8.9 - 11.4,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,10.5,9.3,2.4345,2.2388,1.1834,3.3074,8.1 to 13.0,7.1 to 11.6,-2.1 to 4.5,Similar to Last Season,0.1053,9.1 - 11.5,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,10.5,10.6,2.4345,3.3423,-0.0637,4.1349,8.1 to 13.0,7.3 to 13.9,-4.2 to 4.1,Similar to Last Season,0.1053,9.5 - 11.9,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,5.2,2.4,1.9262,0.924,2.7503,2.1364,3.3 to 7.1,1.5 to 3.4,0.6 to 4.9,Higher than Last Season,0.0518,5.0 - 10.4,5
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,5.2,2.5,1.9262,0.8401,2.721,2.1014,3.3 to 7.1,1.6 to 3.3,0.6 to 4.8,Higher than Last Season,0.0518,4.2 - 5.3,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,5.4,2.5,1.8981,0.8387,2.9225,2.0751,3.5 to 7.3,1.7 to 3.3,0.8 to 5.0,Higher than Last Season,0.0542,5.2 - 6.7,4
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,5.4,2.5,1.8981,0.8387,2.9225,2.0751,3.5 to 7.3,1.7 to 3.3,0.8 to 5.0,Higher than Last Season,0.0542,4.0 - 5.6,3
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,7.2,10.3,2.8667,1.9653,-3.1372,3.4757,4.3 to 10.0,8.3 to 12.3,-6.6 to 0.3,Similar to Last Season,0.0717,5.3 - 7.2,2
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,December Week 1,2024-12-07,2023-12-09,2024-2025,2023-2024,8.2,10.3,3.0369,1.9653,-2.1282,3.6173,5.1 to 11.2,8.3 to 12.3,-5.7 to 1.5,Similar to Last Season,0.0818,6.2 - 8.9,2
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,December Week 2,2024-12-14,2023-12-16,2024-2025,2023-2024,8.2,10.3,3.0369,1.9653,-2.1282,3.6173,5.1 to 11.2,8.3 to 12.3,-5.7 to 1.5,Similar to Last Season,0.0818,6.2 - 9.1,2
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,December Week 3,2024-12-21,2023-12-23,2024-2025,2023-2024,8.2,10.3,3.0369,1.9653,-2.131,3.6173,5.1 to 11.2,8.3 to 12.3,-5.7 to 1.5,Similar to Last Season,0.0818,6.5 - 9.1,2
